stock_code,corp_name,event_type,report_nm,news_count,news_sentiment_score,hype_keyword_count,rumor_keyword_count,retail_keyword_count,positive_catalyst_keyword_count,risk_noise_keyword_count,social_attention_score,rumor_noise_score,risk_noise_score,attention_label,rumor_label,risk_label,source_text_sample
009410,태영건설,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,0.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"태영건설 [기재정정]단일판매ㆍ공급계약체결               supply_contract 예탁원 ""9월 의무보유등록 38개사 2억2948만주 해제"" | 9월 상장사 38곳 의무보유 해제 … 2억2948만주 '물량 부담' | 예탁원, 9월 의무보유등록 38개사 2억2948만주 해제"
253590,네오셈,supply_contract,[기재정정]단일판매ㆍ공급계약체결(자율공시)              ,5.0,8.0,1,0,0,2,0,10.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"네오셈 [기재정정]단일판매ㆍ공급계약체결(자율공시)               supply_contract 8월 28일 주식시장 주요공시 | HBM4 넘어 첨단 패키징까지…반도체 장비주 상승세 확산 | 차세대 반도체 영토 확장… 티엘비, CXL 모멘텀 타고 매수세 폭발"
253590,네오셈,supply_contract,[기재정정]단일판매ㆍ공급계약체결(자율공시)              ,5.0,8.0,1,0,0,2,0,10.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"네오셈 [기재정정]단일판매ㆍ공급계약체결(자율공시)               supply_contract 8월 28일 주식시장 주요공시 | HBM4 넘어 첨단 패키징까지…반도체 장비주 상승세 확산 | 차세대 반도체 영토 확장… 티엘비, CXL 모멘텀 타고 매수세 폭발"
053060,세동,lawsuit,소송등의판결ㆍ결정              ,5.0,0.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,세동 소송등의판결ㆍ결정               lawsuit 8월 28일 주식시장 주요공시 | 개발 관문 넘는 국산 신약 R&D···1년간 임상 진전 | ‘특성화 전문병원’ 이화의료원… 첨단 장비·AI 진료 등 차별화 [서울...
004440,삼일씨엔에스,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,9.0,1,0,0,2,0,10.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"삼일씨엔에스 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | 해상풍력 타워 및 하부구조물 글로벌 공급망 확보… 풍력 테마주에 매수... | [이넷뉴스 브랜드평판] 두산에너빌리티, 풍력에너지 상장기업 8월 1위·..."
004960,한신공영,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,4.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"한신공영 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | [궁금해집] 걸어서 의왕역 10분·초등학교 5분…'의왕역 한신더휴' | 김태규 ""3,814억 울산 트램 멈춰선 안 돼""…사업은 이미 시작, 김상욱 '..."
105550,엣지파운드리,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),5.0,0.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"엣지파운드리 [기재정정]주요사항보고서(전환사채권발행결정) convertible_bond 8월 28일 주식시장 주요공시 | 中 YMTC, 낸드 출하량 3위 맹추격…韓, '고대역폭·고부가'로 승부수 | [자금조달 프리뷰] 롯데지주·한화리츠 공모채…IPO 2곳 '탐색전'"
105550,엣지파운드리,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),5.0,0.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"엣지파운드리 [기재정정]주요사항보고서(전환사채권발행결정) convertible_bond 8월 28일 주식시장 주요공시 | 中 YMTC, 낸드 출하량 3위 맹추격…韓, '고대역폭·고부가'로 승부수 | [자금조달 프리뷰] 롯데지주·한화리츠 공모채…IPO 2곳 '탐색전'"
227610,아우딘퓨쳐스,major_shareholder_change,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,5.0,1.0,2,0,0,1,1,11.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,아우딘퓨쳐스 [기재정정]최대주주변경을수반하는주식담보제공계약체결               major_shareholder_change 8월 28일 주식시장 주요공시 | 인디 브랜드 흥행 열풍에 화장품업종 花色도네… 실적 기대감 고조 | 화장품주 이틀째 약세...대형주 부진 속 중소형주 강세
001060,JW중외제약,investment_decision,투자판단관련주요경영사항              ,5.0,2.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"JW중외제약 투자판단관련주요경영사항               investment_decision JW중외제약, '프렌즈' 첫 확장 제품 씹어 먹는 캔디 '아이크런치' 출시 | JW중외제약, '프렌즈' 브랜드 첫 식품 확장… 씹어 먹는 캔디 '아이크런... | [바이오스냅] 동국제약, '마데캄 블록 MD 크림' 출시"
148250,알엔투테크놀로지,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,4.0,0,0,0,0,2,3.5,0,6,low_attention,no_rumor_signal,risk_noise_detected,"알엔투테크놀로지 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | [오늘의 증시일정] 아고스·알엔투테크놀로지·에스아이리소스 등 | [공시] 더콘텐츠온 '거래정지', 에이프로젠·우리기술·컴투스 '공매도..."
226330,신테카바이오,convertible_bond,"[기재정정]기타경영사항(자율공시)              (자기사채(제1,2회차 무기명식 이권부 무보증 사모 전환사채) 소각 결정의 건)",5.0,5.0,0,0,0,0,2,3.5,0,6,low_attention,no_rumor_signal,risk_noise_detected,"신테카바이오 [기재정정]기타경영사항(자율공시)              (자기사채(제1,2회차 무기명식 이권부 무보증 사모 전환사채) 소각 결정의 건) convertible_bond 8월 28일 주식시장 주요공시 | [공시] 인바이츠바이오코아 '거래정지', 금호전기·셀레믹스·디엠텍 '투... | IT 인프라에서 의료·산업 현장으로… 모아데이타, AI 융합 생태계 구축"
226330,신테카바이오,convertible_bond,"[기재정정]기타경영사항(자율공시)              (자기사채(제1,2회차 무기명식 이권부 무보증 사모 전환사채) 소각 결정의 건)",5.0,5.0,0,0,0,0,2,3.5,0,6,low_attention,no_rumor_signal,risk_noise_detected,"신테카바이오 [기재정정]기타경영사항(자율공시)              (자기사채(제1,2회차 무기명식 이권부 무보증 사모 전환사채) 소각 결정의 건) convertible_bond 8월 28일 주식시장 주요공시 | [공시] 인바이츠바이오코아 '거래정지', 금호전기·셀레믹스·디엠텍 '투... | IT 인프라에서 의료·산업 현장으로… 모아데이타, AI 융합 생태계 구축"
013360,일성건설,merger,합병등종료보고서(자산양수도),5.0,6.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"일성건설 합병등종료보고서(자산양수도) merger 부채비율 430%까지 치솟은 일성건설…592억 부동산 팔아 '빚 다이어트' | 에이스건설, 부산명지 외국교육기관 건설공사 수주 유력 | HL D&I, 자체 주거 브랜드 '에피트' 호조 속 수주 모멘텀 부각"
195990,루트K,convertible_bond,주요사항보고서(자기전환사채만기전취득결정),5.0,2.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"루트K 주요사항보고서(자기전환사채만기전취득결정) convertible_bond 8월 28일 주식시장 주요공시 | ""5골 폭발 선두 질주"" FC서울, 2명 퇴장 광주 제압하고 4연승 | '2026 미스한복 선발대회' 성료"
032350,롯데관광개발,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,6.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"롯데관광개발 최대주주등소유주식변동신고서               major_shareholder_change 롯데관광개발, 관세청장 출신 '사외이사' 영입 이유는 | [민주 라이프] CJ ENM·호텔신라·롯데관광개발 | [제주 24시] '2026 제주국제환경포럼주간', ICC제주서 9월9일 개막"
044380,주연테크,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,2.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"주연테크 최대주주등소유주식변동신고서               major_shareholder_change 8월 28일 주식시장 주요공시 | 차세대 양자암호 리더 우리로, 글로벌 공급망 확보에 턴어라운드 기대 | 거래소, '증자 권리락' 반영 시총 산정 보정···저시총株 부담 덜까"
009290,광동제약,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,3.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"광동제약 최대주주등소유주식변동신고서               major_shareholder_change [소비자가 뽑은 참 좋은 브랜드-델몬트] 트렌드 읽은 맞춤 전략으로 주... | 2034년 100조 육박…제약바이오, 안과질환 치료제 시장 '정조준' | 매출 3502억·공공주택 4650호 책임진다… 김도영 제주개발공사 후보 9월..."
028260,삼성물산,paid_in_capital_increase,유상증자결정(종속회사의주요경영사항)              ,5.0,-2.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"삼성물산 유상증자결정(종속회사의주요경영사항)               paid_in_capital_increase ‘더 좋은 아파트’ 넘어 ‘더 깊은 삶’…삼성물산 ‘래미안’ 브랜드... | 삼성물산, 래미안 브랜드 리뉴얼…BI·슬로건 전면 개편 | 삼성물산 '래미안' 5년 만에 브랜드 리뉴얼…'깊이가 다른 삶' 제시"
032800,판타지오,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-2.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"판타지오 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase MJ, 일본 팬미팅 성료 | 8월 28일 주식시장 주요공시 | 이창섭, 9월 15일 미니 3집 '리;메이크'로 컴백"
000180,성창기업지주,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,3.0,0,0,0,0,0,3.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"성창기업지주 최대주주등소유주식변동신고서               major_shareholder_change 7760주 늘어난 성창기업지주 최대주주 측 지분 | 종이목재 상장기업 브랜드평판 8월 빅데이터 분석결과…1위 깨끗한나라... | 종이목재 상장기업 2026년 8월 브랜드평판...깨끗한나라, 국일제지, 한솔..."
004140,동방,paid_in_capital_increase,유상증자또는주식관련사채등의발행결과(자율공시)              ,5.0,0.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"동방 유상증자또는주식관련사채등의발행결과(자율공시)               paid_in_capital_increase [김경은 여행작가의 한중일(韓中日) 문화 엿보기(35)] 양자(養子) | 진실은 서두르지 않아 지체되나, 진실은 반드시 온다…사필귀정(事必歸... | 국내에서 가장 나이 많은 왕버들나무 [한국의 천연기념물 나무 김제 종..."
226330,신테카바이오,major_shareholder_change,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,5.0,5.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"신테카바이오 [기재정정]최대주주변경을수반하는주식담보제공계약체결               major_shareholder_change 8월 28일 주식시장 주요공시 | [공시] 인바이츠바이오코아 '거래정지', 금호전기·셀레믹스·디엠텍 '투... | IT 인프라에서 의료·산업 현장으로… 모아데이타, AI 융합 생태계 구축"
226330,신테카바이오,major_shareholder_change,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,5.0,5.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"신테카바이오 [기재정정]최대주주변경을수반하는주식담보제공계약체결               major_shareholder_change 8월 28일 주식시장 주요공시 | [공시] 인바이츠바이오코아 '거래정지', 금호전기·셀레믹스·디엠텍 '투... | IT 인프라에서 의료·산업 현장으로… 모아데이타, AI 융합 생태계 구축"
105550,엣지파운드리,convertible_bond,전환사채(해외전환사채포함)발행후만기전사채취득              ,5.0,0.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"엣지파운드리 전환사채(해외전환사채포함)발행후만기전사채취득               convertible_bond 8월 28일 주식시장 주요공시 | 中 YMTC, 낸드 출하량 3위 맹추격…韓, '고대역폭·고부가'로 승부수 | [자금조달 프리뷰] 롯데지주·한화리츠 공모채…IPO 2곳 '탐색전'"
105550,엣지파운드리,convertible_bond,전환사채(해외전환사채포함)발행후만기전사채취득              ,5.0,0.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"엣지파운드리 전환사채(해외전환사채포함)발행후만기전사채취득               convertible_bond 8월 28일 주식시장 주요공시 | 中 YMTC, 낸드 출하량 3위 맹추격…韓, '고대역폭·고부가'로 승부수 | [자금조달 프리뷰] 롯데지주·한화리츠 공모채…IPO 2곳 '탐색전'"
223310,사토시홀딩스,paid_in_capital_increase,주요사항보고서(유상증자결정),5.0,-6.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"사토시홀딩스 주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | [박정식의 국내 주식시황] 워시 매파 발언에 반도체 차익매물…코스피... | 한국첨단소재 유증 흥행에도 씁쓸한 뒷맛, 소액공모 ‘틈새’ 노렸나"
033540,파라텍,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,6.0,2,0,0,4,1,17.5,0,3,high_attention,no_rumor_signal,risk_noise_detected,"파라텍 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | 글로벌 인프라 투자 확대 수혜… 건설장비·로봇주 동반 상승랠리 | [52주] 신고가 7개, 신저가 25개... 시장 약세"
065770,CS,convertible_bond,주요사항보고서(자기전환사채만기전취득결정),5.0,-1.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"CS 주요사항보고서(자기전환사채만기전취득결정) convertible_bond 스팀, 12TB '역대급 유출'…2003~2013년 미공개 게임 빌드 쏟아졌다 | 스펙트라, Cowork+ 사업 확대에 정보보호 체계 강화…기업 대외 업무 시... | 8월 28일 주식시장 주요공시"
003030,세아제강지주,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,3.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"세아제강지주 최대주주등소유주식변동신고서               major_shareholder_change [더벨][기업집단 톺아보기 | 세아그룹] 동갑내기 사촌 오너의 비대칭적... | 철강 부품 및 관류 관련주 반등 시도…밸류에이션 매력 부각 | 세아제강지주, '밑 빠진 독' 세아윈드 딜레마…수주잔고 확보 급선무"
033920,무학,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,0.0,0,1,0,0,0,3.5,4,0,low_attention,medium_rumor_noise,no_risk_noise,"무학 최대주주등소유주식변동신고서               major_shareholder_change [단독] 오비맥주, 국내 소주시장 첫 진출…카스 팔던 영업망 활용 | 농촌에 생기 불어넣고 농민에겐 실익 안겨주는 농협 ‘농심천심’ 운동 | 농협 경남본부, 거제·통영 수해복구에 700명 투입…500억원 긴급자금 지..."
451220,아이엠티,convertible_bond,증권발행결과(자율공시)              (제6회차 CB),5.0,-1.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"아이엠티 증권발행결과(자율공시)              (제6회차 CB) convertible_bond [판세] 구 지방세특례법상 취득세 면제대상인 '체비지'의 의미 | 국민성장펀드 풍선효과... 코스닥 CB, 기본 무이자에 40% 할증 발행까지... | '세종 자족도시 완성' 견인…'연동면' 산업 기반 잠재력 부각"
268280,미원에스씨,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,2.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"미원에스씨 최대주주등소유주식변동신고서               major_shareholder_change 원자재 가격 안정화 호재…화학 업종 전반 매수 온기 확산 | [공시] 28일, 코스피 상장사 50개 종목 자사주 매수 신청 | ""도내 상장사 실적 턴어라운드""…상반기 순이익 1887억 흑자 전환"
090370,메타랩스,merger,[기재정정]회사합병결정(종속회사의주요경영사항)              ,5.0,-1.0,2,0,0,1,1,11.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,"메타랩스 [기재정정]회사합병결정(종속회사의주요경영사항)               merger 탈모치료주 엇갈린 흐름…JW신약 급등, 올릭스는 하락 | 8월 28일 주식시장 주요공시 | 치료제 임상 기대감에 샤페론·JW신약 주가 '덩실덩실'"
090370,메타랩스,merger,[기재정정]회사합병결정(종속회사의주요경영사항)              ,5.0,-1.0,2,0,0,1,1,11.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,"메타랩스 [기재정정]회사합병결정(종속회사의주요경영사항)               merger 탈모치료주 엇갈린 흐름…JW신약 급등, 올릭스는 하락 | 8월 28일 주식시장 주요공시 | 치료제 임상 기대감에 샤페론·JW신약 주가 '덩실덩실'"
003470,유안타증권,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,2.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"유안타증권 최대주주등소유주식변동신고서               major_shareholder_change 유안타증권, 금융센터인천본부점 투자설명회 개최 | 워시 매파적 발언에 깜짝…코스피도 증권주도 미끌 | 유안타증권, 인천 송도서 하반기 투자전략 설명회"
030720,동원수산,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,4.0,0,0,0,0,0,3.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"동원수산 최대주주등소유주식변동신고서               major_shareholder_change 8월 28일 주식시장 주요공시 | 구조적 성장기에 접어든 K-푸드… 식품주, 실적 기반 밸류에이션 재평가 | 2만3750주 매수, 동원수산 최대주주 측 22.27%"
090370,메타랩스,merger,[기재정정]주요사항보고서(회사합병결정),5.0,-1.0,2,0,0,1,1,11.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,"메타랩스 [기재정정]주요사항보고서(회사합병결정) merger 탈모치료주 엇갈린 흐름…JW신약 급등, 올릭스는 하락 | 8월 28일 주식시장 주요공시 | 치료제 임상 기대감에 샤페론·JW신약 주가 '덩실덩실'"
090370,메타랩스,merger,[기재정정]주요사항보고서(회사합병결정),5.0,-1.0,2,0,0,1,1,11.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,"메타랩스 [기재정정]주요사항보고서(회사합병결정) merger 탈모치료주 엇갈린 흐름…JW신약 급등, 올릭스는 하락 | 8월 28일 주식시장 주요공시 | 치료제 임상 기대감에 샤페론·JW신약 주가 '덩실덩실'"
027040,서울전자통신,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-2.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"서울전자통신 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | 글로벌 IT 경기 회복 모멘텀… 전자장비주 뭉칫돈 몰렸다 | 사업 다각화 열매 맺나… 블루탑, 전장 부품 호재에 폭풍 질주"
214430,아이쓰리시스템,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,2.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"아이쓰리시스템 [기재정정]단일판매ㆍ공급계약체결               supply_contract 현궁·신궁 잘 팔리자 'K방산의 눈'도 사상 최대 매출 | 8월 28일 주식시장 주요공시 | 의료기기 상장기업 2026년 8월 브랜드평판...파마리서치, 리가켐바이오..."
101000,KS인더스트리,convertible_bond,주요사항보고서(자기전환사채만기전취득결정),5.0,1.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"KS인더스트리 주요사항보고서(자기전환사채만기전취득결정) convertible_bond 8월 28일 주식시장 주요공시 | [In터뷰] 시그에너지, 125kW 인버터 KS 인증… 한국 스마트에너지 시장 ... | 조선업 슈퍼사이클에 엔진·기자재 훈풍… HD현대마린엔진·한화엔진 힘..."
006120,SK디스커버리,supply_contract,[기재정정]단일판매ㆍ공급계약체결(자회사의 주요경영사항)              ,5.0,2.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,SK디스커버리 [기재정정]단일판매ㆍ공급계약체결(자회사의 주요경영사항)               supply_contract [데스크시각] SK디스커버리 이사회에 멈춰 선 '3월의 가격' | 8월 28일 주식시장 주요공시 | [제약 AI 대전환 ⑦] K-제약 맞춤형 AI 조직 구성 ・ 내재화 전략은?
0220W0,한화머시너리앤서비스홀딩스,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,2.0,1,0,0,0,0,6.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"한화머시너리앤서비스홀딩스 최대주주등소유주식변동신고서               major_shareholder_change 한화, 인적분할 이후 연일 강세…4거래일간 34%↑ | ""엔비디아 CPU 옆자리""…에이전트 AI 시대 수혜주 꼽은 리포트 | ""우리도 서울로""...'초럭셔리' 호텔이 온다"
003070,코오롱글로벌,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,0.0,1,0,0,0,0,6.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,코오롱글로벌 최대주주등소유주식변동신고서               major_shareholder_change [속보] 공공주택 건설현장 근로자 추락 18일만에 숨져… “중대재해 발... | [월요기획] 기후·원가폭등·트렌드 변화 '3중고'... 다운 시장 대응은? | 코오롱글로벌 사업장서 잇단 근로자 사망…안전관리 '비상'
002920,유성기업,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,0.0,0,0,0,0,0,3.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"유성기업 최대주주등소유주식변동신고서               major_shareholder_change 120만주 수증, 유성기업 류현석 지분 7.82% | '노동조합 아닌 것'을 사라지게 할 시간 | [데이터 뉴스룸] 車업체 올 상반기 매출 성적 희비 엇갈려…동생 기아 ..."
030530,원익홀딩스,major_shareholder_change,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,5.0,2.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"원익홀딩스 [기재정정]최대주주변경을수반하는주식담보제공계약체결               major_shareholder_change 차익 실현 물량에 하락 종목 출회… 선별적 접근 필요한 전기제품 업종 | 8월 28일 주식시장 주요공시 | 레인보우로보틱스, 로봇 상장기업 브랜드평판 8월 빅데이터 1위...두산·..."
030530,원익홀딩스,major_shareholder_change,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,5.0,2.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"원익홀딩스 [기재정정]최대주주변경을수반하는주식담보제공계약체결               major_shareholder_change 차익 실현 물량에 하락 종목 출회… 선별적 접근 필요한 전기제품 업종 | 8월 28일 주식시장 주요공시 | 레인보우로보틱스, 로봇 상장기업 브랜드평판 8월 빅데이터 1위...두산·..."
009190,대양금속,paid_in_capital_increase,주요사항보고서(유상증자결정),5.0,0.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,대양금속 주요사항보고서(유상증자결정) paid_in_capital_increase 페로타임즈 손바닥뉴스 8월31일(월) | 8월 28일 주식시장 주요공시 | [오늘의 주요공시] 삼성바이오로직스ㆍ한화엔진ㆍ대우건설 등
128940,한미약품,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,7.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"한미약품 최대주주등소유주식변동신고서               major_shareholder_change 한미사이언스, 메가존과 디지털 전환 업무협약 | 한미사이언스ㆍ메가존, AX 기반 업무혁신 협약 | 메가존, 한미사이언스와 제약·헬스케어 맞춤형 AI 개발 협력"
