source_provider,query,provider_mix,news_count,unique_source_count,positive_keyword_count,negative_keyword_count,risk_keyword_count,rumor_noise_keyword_count,attention_keyword_count,news_attention_score,rumor_noise_score,news_risk_score,top_titles
google_news_rss,023760,google_news_rss,5,1,3,1,1,0,0,8,0,3,"한국캐피탈, 회사채 500억 조달…영업 확대 실탄 채운다 - ibtomato.com | 한국캐피탈, 임시주총서 2대 1 주식 병합·정관 일부 변경 가결 - 디지털투데이 | 한국캐피탈, 보통주 1주당 40원 결산 현금배당 결정 - 디지털투데이"
google_news_rss,024720,google_news_rss,5,1,0,3,2,0,0,5,0,7,"[실적속보]콜마홀딩스, 3년 중 최고 영업이익 기록, 매출액은 전년동기 대비 -19%↓ (연결) - 씽크풀 AI | 콜마홀딩스, 화장품주 저PER 1위... 6.98배 - 버핏연구소 | 콜마홀딩스(024720) - 매일경제 마켓"
google_news_rss,040910,google_news_rss,5,1,1,2,2,0,1,6,0,6,"[장중수급포착] 아이씨디, 외국인 10일 연속 순매수행진... 주가 +1.58% - 씽크풀 AI | 아이씨디(040910) - 매일경제 마켓 | 아이씨디 (040910) - 씽크풀 AI"
google_news_rss,079160,google_news_rss,5,1,0,1,1,1,1,7,2,3,"[실적속보]CJ CGV, 작년 4Q 영업이익 급증 680억원... 전년동기比 300%↑ (연결) - 씽크풀 AI | ‘지주 신용 보강’ CJ CGV, 6000억 수혈에 한투證도 베팅 - 서울경제 | CJ CGV(079160) - 매일경제 마켓"
google_news_rss,121440,google_news_rss,5,1,1,2,2,0,0,6,0,6,"골프존홀딩스(121440) - 씽크풀 AI | [실적속보]골프존홀딩스, 올해 2Q 매출액 1058억(+0.8%) 영업이익 144억(-5.0%) (연결) - 씽크풀 AI | 골프존홀딩스 잔여지분 1037억 공개매수…자진상폐 목적[시그널] - 서울경제"
google_news_rss,203650,google_news_rss,5,1,1,1,1,0,0,6,0,3,"드림시큐리티 ""종속회사 시드코어 주식 100억원에 추가취득"" - 연합뉴스 | [코스피·코스닥 전 거래일(25일) 주요공시] - 매일경제 마켓 | 드림시큐리티, 종속사 시드코어 주식 100억에 추가 취득 - edaily.co.kr"
google_news_rss,250060,google_news_rss,5,1,5,2,2,1,1,12,2,6,"특징주, 모비스-핵융합에너지 테마 상승세에 2.13% ↑ - 매일경제 마켓 | 모비스 수주공시 - 국제열핵융합실험로(ITER) 초전도코일 전원공급장치 주제어기 업그레이드 개발 및 제작 25억원 (매출액대비 49.7 %) - 한국경제 | 혁신자산운용, 코스닥 상장사 '모비스' 인수...양자컴퓨팅 및 AI융합사업 추진 - 양자신문"
google_news_rss,290270,google_news_rss,5,1,0,1,1,0,0,5,0,3,"휴네시온(290270) - 씽크풀 AI | 심재중 이사, 휴네시온 주식 전량 매도 - 디지털투데이 | 휴네시온(290270) - 씽크풀 AI"
google_news_rss,363280,google_news_rss,5,1,2,2,2,0,0,7,0,6,"티와이홀딩스(363280) - 매일경제 마켓 | 티와이홀딩스 (363280) - 씽크풀 AI | 티와이홀딩스, 자기주식 소각 방식 감자 결정 - 디지털투데이"
google_news_rss,407400,google_news_rss,5,1,1,2,2,1,1,8,2,6,"꿈비 (407400) - 씽크풀 AI | 꿈비, 외형 성장 가속에 내년 흑전 기대-키움 - 마켓인 | 꿈비(407400) - 매일경제 마켓"
