source_provider,query,provider_mix,news_count,unique_source_count,positive_keyword_count,negative_keyword_count,risk_keyword_count,rumor_noise_keyword_count,attention_keyword_count,news_attention_score,rumor_noise_score,news_risk_score,top_titles
google_news_rss,134790,google_news_rss,5,1,0,2,2,1,1,7,2,6,"[실적속보]시디즈, 작년 4Q 매출액 485억(-7.0%) 영업이익 -6.2억(적자지속) (연결) - 씽크풀 AI | 시디즈(134790) - 매일경제 마켓 | [특징주] 시디즈(134790), 의자 생산비 원가 절감…프리미엄 시장 노크 - 인천일보"
google_news_rss,141000,google_news_rss,5,1,0,2,2,0,0,5,0,6,"[리포트 브리핑]한국항공우주, '그럼에도 조금 아쉬운 실적' 목표가 141,000원 - 삼성증권 - 뉴스핌 | 2026년 8월 7일 오늘 후추 가격: 국내 가격은 변동 없이 최고가 141,000 VND/kg을 기록했습니다. - Vietnam.vn | 개요: Viatron Technologies (141000 KS) - 2026년 5월 - Smartkarma"
google_news_rss,234300,google_news_rss,5,1,4,2,2,0,0,9,0,6,"에스트래픽, LS일렉트릭 철도신호 사업 인수 계약 체결 - 서울경제 | 에스트래픽, 과기정통부 '우수 기업부설연구소' 지정 - marketin.edaily.co.kr | 에스트래픽 수주공시 - 광명~서울 고속도로 민간투자사업 운영설비(ITS) 제조.구매.설치공사 356.4억원 (매출액대비 21.2 %) - 한국경제"
google_news_rss,250060,google_news_rss,5,1,5,2,2,1,1,12,2,6,"혁신자산운용, 코스닥 상장사 '모비스' 인수...양자컴퓨팅 및 AI융합사업 추진 - 양자신문 | 모비스 수주공시 - 국제열핵융합실험로(ITER) 초전도코일 전원공급장치 주제어기 업그레이드 개발 및 제작 25억원 (매출액대비 49.7 %) - 한국경제 | 특징주, 모비스-초전도체 테마 상승세에 27.12% ↑ - 매일경제 마켓"
google_news_rss,253450,google_news_rss,5,1,6,1,1,0,0,11,0,3,"스튜디오드래곤, '성장의 질이 달라지는 순간' 증권사 발표에 강세 - 매일경제 마켓 | [잠정실적]스튜디오드래곤, 올해 2Q 매출액 1453억(+27%) 영업이익 154억(흑자전환) (연결) - 씽크풀 AI | 스튜디오드래곤, AI 기반 비용 절감으로 체질 개선 - 경제타임스"
google_news_rss,383800,google_news_rss,5,1,1,2,2,0,0,6,0,6,"LX홀딩스, 2분기 영업이익 603억원…전년비 41.9% 증가 | - 연합인포맥스 | LX그룹, 계열분리 5년 만에 승계 속도…4세 장자 구형모 앞 과제는? - 뉴스1 | [잠정실적]LX홀딩스, 올해 2Q 매출액 173억(-70%) 영업이익 603억(+42%) (연결) - 씽크풀 AI"
google_news_rss,403550,google_news_rss,5,1,2,1,1,1,1,9,2,3,"쏘카, 2분기 영업익 68억원으로 271% 증가…순이익 흑자전환 - 연합뉴스 | 쏘카, 8개 분기 연속 흑자…영업익 전년比 271%↑ - 뉴스1 | 쏘카(403550)밀릴때마다 물량 모아둘 기회로 보이며, 이후 전망 및 대응전략 - 씽크풀 AI"
google_news_rss,JW중외제약,google_news_rss,5,1,1,2,2,1,1,8,2,6,"[속보] JW중외제약, 통풍치료제 에파미뉴라드 3상 결과 수령…6mg군 비열등성·우월성 확인 - CBC뉴스 | JW중외제약, 2분기 영업익 337억원… 전년比 32.7% 증가 - IT조선 | JW중외제약 ""통풍 신약 3상 성공…내년 국내 허가 목표"" - v.daum.net"
google_news_rss,전방,google_news_rss,5,1,3,1,1,0,0,8,0,3,"전방텍스타일, 전방 주식 3508주 장내 매수…최대주주 측 지분 17.61%로 확대 - 데이터투자 | 전방, 최대주주 삼영엔지니어링 등 주식 3508주 증가…전방텍스타일 장내매수 영향 - 디지털투데이 | [리뷰] 北, MDL ‘핵무장 국경’화…전방 화력에 전술핵 연동 - SPN 서울평양뉴스"
google_news_rss,펄어비스,google_news_rss,5,1,2,2,2,0,0,7,0,6,"""붉은사막 터졌다"" 펄어비스, 2Q 영업익 676억원…전년比 7411%↑ - 머니투데이 - 머니투데이 | '붉은사막' 오픈월드 어떻게 만들었나…펄어비스, 게임스컴 데브서 강연 - 아시아경제 | ‘붉은사막’ 효과 펄어비스, 2분기 영업익 676억원…스위치2 출시 준비 - 디일렉"
